Unnamed: 0;fecha;HORA declarada;Ruta;Operador;flight_no;route;ac_type;registration;cn_ln;all_aboard;PASAJEROS A BORDO;crew_aboard;cantidad de fallecidos;passenger_fatalities;crew_fatalities;ground;summary;Lugar_Despegue
1486;1954-10-30;0100;Off Ocean City, Maryland;Military - U.S. Navy;57;Patuxent River NAS - Kenitra, Morocco;Lockheed R7V-1;128441;4108;42;21;21;42;21;21;0;The aircraft disappeared approximately 300 miles east of Ocean City, Maryland and no trace of the wreckage or bodies was ever found.;Patuxent River NAS 
1488;1954-11-16;?;Jirishanga,Cerro de Pasco, Peru;TAM (Brazil);flight no Definida;Pucallpa - Lima;Douglas DC-3;FAP-403;cn_ln no Definida;24;21;3;24;21;3;0;Disappeared over the Andes while en route. Wreckage found 12/04/1954.;Pucallpa 
1490;1954-12-04;?;Near Luang Pragang, Laos;Air Laos;flight no Definida;Luang Prabang - Nam Tha;Douglas DC-3;F-BEIA;19211;29;25;4;29;25;4;0;Crashed in the jungle about 30 km north of Luang Prabang on the company's first commercial flight.;Luang Prabang 
1493;1954-12-18;?;Near Bolivar, Venezuela;Linea Aeropostal Venezolana;flight no Definida;Bolivar - Tumeremo;Douglas C-47A;YV-C-AMP;19292;2;0;2;2;0;2;0;The cargo plane crashed into a mountain while en route.;Bolivar 
1496;1954-12-31;?;Irkutsk, Russia;Aeroflot;flight no Definida;Beijing- Irkutsk - Tashkent - Nicosia;Ilyushin II-14;Placa de Avion no Definida;cn_ln no Definida;17;14;3;17;14;3;0;Crashed shortly after takeoff from Irkutsk-Magan Airport.;Beijing
1500;1955-01-15;0005;London, Ontario, Canada;Ontario Hydro;flight no Definida;Windsor - Toronto;Grumman G-73 Mallard;CF-GEU;cn_ln no Definida;5;3;2;1;1;0;0;The aircraft, which had no wing anti-ice capability, flew into unexpected heavy freezing rain and ice, 4 inches thick formed. Needing an emergency landing at London, the pilot requested lights on all runways and approaches be turned on. This was not normally done as it might confuse pilots. This overloaded the lighting circuit and blew a fuse. The plane crash-landed short of the runway and the pilot said it became so hard to control the aircraft that the absence of lights may not have mattered. One passenger died of his injuries almost 30 hours later.;Windsor 
1504;1955-02-05;1004;Near Calabar, Nigeria;West African Airways;flight no Definida;Enugu - Calabar;Bristol 170 Freighter 21E;VR-NAD;12779;13;9;4;13;9;4;0;Crashed shortly after taking off after a wing failed. A design flaw in the wing led to fatigue cracks and wing failure.;Enugu 
1507;1955-02-23;0920;Salisbury,  Zimbabwe;Central African Airways;626;Salisbury - Lusaka;Douglas DC-3;VP-YKO;15109/26554;26;21;5;1;0;1;0;The pilot began taking off and retracted the landing gear when smoke was observed in the cockpit. He attempted to belly land the plane. The propellers separated and penetrated the fuselage killing the fight engineer. The presence of smoke in the flight crew compartment in sufficient quantity to make the captain apprehensive of fire and to cause him to land the aircraft immediately with the landing gear retracted. A fractured rubber hose on the port engine connecting the rocker box of one of the lower cylinders to the collector box caused smoke to enter the wheel well and into the crew compartment.;Salisbury 
1511;1955-03-08;1340;Mascota, Mexico;Mexicana;591;Puerto Vallarta - Talpa de Allende - Mascota - Guadalajara;Douglas DC-3;XA-DIK;3992;26;23;3;26;23;3;0;the airplane hit the slope of the Cerro del Cabre located about 20 km northwest of the airport.;Puerto Vallarta 
1512;1955-03-09;1515;Trujillo, Colombia;AVIANCA;flight no Definida;Condoto - Cali;Douglas C-47A;HK-328;20224;8;5;3;8;5;3;0;The cargo plane crashed with a gold and platinum shipment aboard. Wreckage found one month later.;Condoto 
1516;1955-04-02;?;Off Pensacola, Florida;Aaxico Airlines;flight no Definida;Mobile, AL - Macon, GA;Curtiss C-46A;N51424;30430;2;0;2;2;0;2;0;The cargo plane flew into a thunderstorm and crashed into the sea  in the Gulf of Mexico while en route.;Mobile, AL 
1519;1955-04-18;?;Kupe Mountains, Cameroons;Union des Transportes Aeriens;flight no Definida;Yaounde - Douala;de Havilland DH-114 Heron 1B;F-BGOI;14010;14;10;4;12;9;3;0;The aircraft hit the slope of Mt Koupé located about 80 km north of Douala. Wreckage found after 10 months.;Yaounde 
1520;1955-05-18;1156;Mt. Kilimanjaro, Kenya;East African Airways;flight no Definida;Dar-es-Salaam - Nairobi;Douglas DC-3;VP-KKH;16820/33568;20;16;4;20;16;4;0;Crashed after reporting being over Jipe Lake on the slopes of Mt. Kilimanjaro. Failure to follow prescribed route and procedures.;Dar
1521;1955-05-21;?;Off Barcelona, Venezuela;Linea Aeropostal Venezolana;flight no Definida;Caracas - Barcelona;Douglas C-47-DL;YV-C-ALU;4791;16;13;3;4;4;0;0;Ditched into the sea a few km from shore.;Caracas 
1525;1955-06-18;?;Leon, Mexico;Tigres Voladores;flight no Definida;Leon - Mexico City;Curtiss C-46;XA-LID;cn_ln no Definida;39;36;3;18;18;0;0;Lost an engine on takeoff and crashed into trees and caught fire.;Leon 
1526;1955-07-14;1545;Oaxaca, Mexico;Lineas Areas Unidas;flight no Definida;Acapulco - Oaxaca;Douglas DC-2-243;XA-DOB;2088;22;19;3;22;19;3;0;Crashed in a mountainous area located 39 km from the airport in the Zimathan district while en route.;Acapulco 
1529;1955-08-04;1223;Fort Leonard Wood, Missouri;American Airlines;476;Springfield, IL - St. Louis, MO;Convair CV-240-0;N94221;040;30;27;3;30;27;3;0;The aircraft attempted an emergency landing at a military airstrip after fire broke out in the No. 2 engine. The right wing separated from the aircraft and crashed 1.5 miles from the runway. Installation of an unairworthy cylinder in the No. 2 engine which resulted in an uncontrollable fire and loss of the right wing.;Springfield, IL 
1530;1955-08-05;1518;Near Voronezh, Russia;Aeroflot;214;Starllingrad - Moscow.;Aeroflot;L5057;4340408;25;20;5;25;20;5;0;The right engine caught on fire due to a fuel leak leading to distruction of the plane in the air.;Starllingrad 
1531;1955-08-11;14:20;Near Edelweiler, West Germany;Military - U.S. Air Force / Military - U.S. Air Force;flight no Definida;Dreux - Stuttgart;Fairchild C119G / Fairchild C119G;53-3222/53-7841;11258;67;57;10;67;57;10;0;Participating in a U.S. military exercise, the two planes collided in midair while in formation after one of the planes pulled out of formation because of engine trouble. The accident occurred at an altitude of 4,000 feet.  Forty-six aboard 7841 and 20 aboard 3222 were killed.;Dreux 
1534;1955-09-02;?;Lanywa, Burma (Myanmar);Union of Burma Airways;flight no Definida;Meiktila - Lanywa;Douglas DC-3;XY-ACQ;12579;12;9;3;12;9;3;0;Flew into Mount Popa located about 45 km east of Lanywa.;Meiktila 
1536;1955-09-10;?;Near Banyo, Cameroon;Societe France Hydro;flight no Definida;Lac Lérè - Douala;Latecoere 631 (flying boat);F-BDRE;8;16;8;8;16;8;8;0;Crashed into the Cameroon mountains after the wing separated due to severe turbulence.;Lac Lérè 
1537;1955-09-17;0050;Near Thorhild, Alberta, Canada;Pacific Western Airlines;flight no Definida;Edmonton - Yellowknife;Bristol 170 Freighter 31;CF-GBT;12831;6;4;2;2;1;1;0;For reasons undetermined, the right engine failed and as a result of being overloaded, the aircraft did not maintain altitude on one engine and struck the ground with the right wingtip. A possible contributing factor was the failure of the co-pilot's vacuum-driven gyro instruments, without his knowledge.;Edmonton 
1540;1955-09-29;1310;Yellowknife, Northwest Territory, Canada;Associated Airways;flight no Definida;Shepard Bay -Yellowknife;Avro 685 York C-1;CF-HMV;cn_ln no Definida;2;0;2;1;0;1;0;The cargo plane ditched into the Thoa river. The pilot radioed he was going down and was ditching into a lake. Fuel exhaustion.;Shepard Bay 
1541;1955-10-02;?;Pico Oiriruma-Vinac, Peru;Faucett;flight no Definida;Lima - Cuzco;Douglas C54A;OB-PAZ-228;10277;35;31;4;19;15;4;0;Crashed in adjacent mountains while attempting an emergency landing following an engine fire.;Lima 
1542;1955-10-06;0726;Near Centennial, Wyoming;United Air Lines;409;Denver - Salt Lake City - San Francisco;Douglas DC-4;N30062;18389;66;63;3;66;63;3;0;The aircraft crashed into cloud covered Medicine Bow Peak while en route. The plane failed to clear the 12,013 ft. peak by 75 feet. The pilot deviated from course for reasons unknown.  Possible incapacitation of crew by carbon monoxide emanating from a faulty cabin heater, though never proven.;Denver 
1543;1955-10-10;1540;Near Vienna, Austria;JAT Yugoslav Airlines;flight no Definida;Beograd - Wien;Convair CV-340-58;YU-ADC;178;29;25;4;7;6;1;0;Crashed into Kahlenberg Hill while on approach to Wien.  The aircraft flew for a longer time on the outbound track and descended below the prescribed minimum altitutde. Pilot error.;Beograd 
1547;1955-11-20;1859;Iwo Jima, Japan;Military - US Air Force;flight no Definida;Iwo Jima AFB - Tachikawa AFB;Douglas C124-DL Globemaster II;51-0149;43483;11;2;9;10;2;8;0;The military transport crashed seconds after taking off from Central Airport in Iwo Jima. Malfunction of the number one engine propeller that went into reverse after an electrical short-circuit occurred.;Iwo Jima AFB 
1549;1955-12-01;0657;Belem, Brazil;Cruzeiro;flight no Definida;Belem - Barreiras;Douglas DC-3;PP-CCC;15845/32593;6;4;2;6;4;2;0;Shortly after taking off, the No.1 engine lost power. The crew shut off the hydraulic pump which caused the landing gear to stop retracting halfway. The resulting drag, caused the aircraft to lose altitude. The left wing struck a tree and the plane crashed and burned. Failure of the front bearing of the propeller shaft leading to disconnection of the reduction gear and left propeller and causing a sudden failure of the left engine.;Belem 
1550;1955-12-09;1207;Khabarovsk Territory, Russia;Aeroflot;976;Yuzhno-Sakhalinsk - Khabarovsk;Li-2;CCCP-L4993;23443306;21;16;5;21;16;5;0;Flew into a mountain wave in the Sikhote-Alin Mountain Range while en route.;Yuzhno
1555;1956-01-17;0052;Oreway, Newfoundland, Canada;Quebecair;flight no Definida;Knob Lake - Oreway;Douglas DC-3;CF-GVZ;15552/26997;18;15;3;4;1;3;0;Loss of the No. 2 engine necessitated a forced crash landing near a railway station.  Failure to maintain height at night due to the loss of the starboard engine in icing conditions.  The aircraft was also overloaded.;Knob Lake 
1556;1956-01-18;1449;Torysa, Czechoslovakia;Ceskoslovenske Aerolinie;flight no Definida;Bratislava - Kosice;Douglas DC-3;OK-WDZ;9385;26;23;3;22;19;3;0;After being diverted, while cruising in bad weather conditions, the aircraft hit trees and crashed in a snow covered and wooded area located in the Tatra Mountain Range.;Bratislava 
1558;1956-02-13;?;Frobisher Bay, Canada;Maritime Central Airways;flight no Definida;Frobisher Bay, Baffin Island - Fort Chimo, Quebec;Bristol 170 Freighter 31;CF-FZU;cn_ln no Definida;2;0;2;2;0;2;0;Loss of control due to improperly secured heavy cargo breaking loose and sliding to the rear of the aircraft during takeoff.;Frobisher Bay, Baffin Island 
1560;1956-02-17;1342;Near Niles, California;Military - U.S. Marine Corps;flight no Definida;El Toro MAS - Alameda NAS;Douglas R5D2;39116;18331;40;35;5;40;35;5;0;Crashed into Sunol Ridge after circling for half-an-hour while attempting to land at Alameda Naval Air Station.  Non adherence of the crew to the holding pattern and departure from the radio beacon and descent in a unprescribed manner.;El Toro MAS 
1563;1956-02-24;?;Near Aleppo, Syria;Syrian Airways;flight no Definida;Aleppo - Damascus;Douglas DC-3;YK-AAE;14918/2636;19;16;3;19;16;3;0;Crashed shortly after taking off 15 miles from Aleppo.  Double engine failure during a thunderstorm.;Aleppo 
1564;1956-02-25;1455;Jalkot, Pakistan;Pakistan International Airlines;flight no Definida;Gilgit  - Islamabad;Douglas C-47B;AP-ACZ;16813/33561;3;0;3;3;0;3;0;Struck  Lash Golath Mountain while en route. Pilot error while he was attempting a flight beyond his ability or experience.;Gilgit  
1565;1956-03-21;?;Tezpur, India;Indian Airlines;flight no Definida;Gaughail - Tezpur;Douglas DC-3;VT-CGN;12989;21;18;3;2;2;0;0;An improper flare on landing caused the aircraft to bounce causing the right wing to strike the runway after which the plane veered off the runway.;Gaughail 
1567;1956-03-31;0520;Indapur, India;National Air Operators;flight no Definida;Asansol - Bagdogra;Douglas C-47A;VT-DCM;10230;3;0;3;3;0;3;0;The cargo plane crashed en route. A downdraft which forced down the fully loaded aircraft to the ground when it was flying under exceptionally severe weather conditions below 1000 ft. and possibly at a few hundred feet above the terrain.;Asansol 
1568;1956-03-31;?;Korat ,Thailand;Military - Royal Thai Air Force;flight no Definida;Korat AFB - Bangkok;Douglas C-47A;L2-14/96;12667;19;17;2;19;17;2;0;Crashed shortly after taking off.;Korat AFB 
1573;1956-04-30;0930;London, England;Scottish Airlines;flight no Definida;Stansted - Luqa - Habbaniya;Avro 685 York C-1;G-AMUL;MW308;54;49;5;2;2;0;0;The aircraft made a sudden turn to the right while talking off from Stansted. Overcorrection by the pilot in command which caused the aircraft to veer to the right.;Stansted 
1574;1956-05-15;?;Kathmandu, Nepal;Indian Airlines;flight no Definida;Shimla - Kathmandu;Douglas DC-3;VT-DBA;13165;31;28;3;14;14;0;1;The aircraft touched down at an excessive speed, bounced and stalled. Go-around power was applied, but the remaining runway length was insufficient and the plane overran the end of the runway and went down a steep slope and crashed.;Shimla 
1575;1956-05-15;2217;Orleans, Ontario, Canada;Military - Royal Canadian Air Force;flight no Definida;Ottawa - Ottawa;CF-100 Mark 4B;18367;C-100/4/267;2;0;2;2;0;2;13;The CF-100 was from the Canadian Air Defense Command which was scrambled to investigate an unidentified transport plane flying in the area. It was suspected the crew's oxygen system malfunctioned on the fighter and the jet crashed into a convent operated by the Grey Nuns of the Cross, at over 680 miles an hour, destroying the three story, 70 room convent.;Ottawa 
1576;1956-05-24;1020;Guatemala City, Guatemala;Aviateca;flight no Definida;Guatemala City - La Tinta;Douglas C-47-DL (DC-3);TG-AHA;6052;31;28;3;30;27;3;0;The plane struck trees on a mountainside and crashed at an altitude of 8,500 ft. The sole survivor, Roberto Obando, was found and rescued on May 30.;Guatemala City 
1582;1956-07-13;1535;Near Brows Mills, New Jersey;Military - U.S. Air Force;flight no Definida;McGuire AFB - Harmon AFB;Douglas C-118A;53-3301A;44672;66;56;10;46;38;8;0;Crashed into a wooded area 2 minutes after taking off from McGuire Air Force Base. There was thunderstorm activity at the time. Microburst windshear.;McGuire AFB 
1585;1956-08-08;?;Thazi, Burma;Union of Burma Airways;flight no Definida;Rangoon - Mandalay;Douglas DC-3;XY-ADC;14348/2579;22;18;4;12;9;3;0;Struck Mt Pindaya near Thazi .;Rangoon 
1587;1956-09-09;?;Amman, Jordan;Jordan International Airlines;flight no Definida;Amman - Kuwait;Curtiss C-46A-45-CU;JY-ABV;27069;57;53;4;1;1;0;0;The aircraft had to return to Amman for an emergency landing. The landing took place with the gear retracted. The plane bounced, went up a hill and down the other side and burst into flames.;Amman 
1588;1956-09-09;1432;Bartlesville, Oklahoma;Continental Airlines;190;Tulsa - Bartlesville;Douglas DC-3 / Cessna 170B;N33315 / N8143A;4978 / 20995;18;14;4;0;0;0;0;Midair collision. Both planes landed safely. Failure of both aircraft to observe and avoid the other aircraft.;Tulsa 
1589;1956-10-02;1825;Near Nome, Alaska;Alaska Airlines;701;Unalakleet and Nome;Stinson AT-19;N 79069;FK-975;5;4;1;5;4;1;0;Crashed while en route. The action of the pilot in flying into conditions of darkness and adverse weather in which he could not maintain adequate control of the aircraft.;Unalakleet and Nome
1590;1956-10-10;2210;Off Land's End, England;Military - U.S. Navy;flight no Definida;RAF Lakenheath - McGuire AFB;Douglas C188-B;1311588;43691/321;59;50;9;59;50;9;0;The plane disappeared over the Atlantic while on a flight from Royal Air Force Base in England to McGuire Air Force Base in New Jersey. Cause unknown.;RAF Lakenheath 
1593;1956-10-28;2200;Over the Mediterranean Sea;Military - Egyptian Air Force;flight no Definida;Damascus- Cairo;Curtiss C-46;SU-AAB;cn_ln no Definida;16;12;4;16;12;4;0;Shot down by the Israeli Air Force.;Damascus
1595;1956-11-07;0950;Hommelfjell, Norway;Braathens;flight no Definida;Trondheim - Oslo;de Havilland DH-114 Heron 2B;LN-SUR;14093;12;10;2;2;1;1;0;The aircraft took off, experienced icing, lost altitude and crashed into Hommelfjell Mountain. Unusually heavy icing which the aircraft encountered. Severe downdraft immediately prior to the crash may have been a contributing factor.;Trondheim 
1596;1956-11-15;1453;Puerto Somoza, Nicaragua;Aerovias Guest;flight no Definida;Tocumen - Guatemala City;Douglas C-54A-10-DC;XA-HEG;10324;25;20;5;25;20;5;0;An unsuccessful belly landing was attempted on flat terrain following a fire in the fuel system.;Tocumen 
1597;1956-11-17;1645;El Rucio Mountain, Colombia;Empresa Aviacion del Pacifico;flight no Definida;Buenaventura - Cali;Douglas DC-3;HK-385;1971;36;33;3;36;33;3;0;Hit El Rucio Mountain at 6,200 ft. which was obscured by clouds. Lack of cockpit discipline. Flight on instruments at an excessively low altitude for the route.;Buenaventura 
1599;1956-11-24;1820;Near Eglisau, Switzerland;Ceskoslovenske Aerolinie;flight no Definida;Eglisau - Prague;Ilyushin IL-12B;OK-DBP;93013517;23;18;5;23;18;5;0;Crashed into a field shortly after taking off about 12 km north of the airport.;Eglisau 
1604;1956-12-22;2103;Grub, Germany;JAT Yugoslav Airlines;flight no Definida;Wien - Munchen;Convair CV-340-58;YU-ADA;162;30;27;3;3;1;2;0;The co-pilot acting as pilot-in-command and under the instruction of the captain began a descent to land until the aircraft hit the ground, left wing first. Both wings detached and the fuselage slid 1,200 feet.;Wien 
1606;1956-12-31;0004;Dhahran, Saudi Arabia;Military - U.S. Air Force;flight no Definida;Charleston - Hamilton - Horta - Lisbon - Tripoli - Dhahran;Lockheed C-121C Super Constellation;54-0165;4184;38;31;7;12;12;0;0;Crashed and burned while attempting to land in heavy fog at night.;Charleston 
1607;1957-01-06;0001;Owasso, Oklahoma;American Airlines;327;Joplin - Owasso;Convair CV-240-0;N94247;104;10;7;3;1;1;0;0;Struck trees, hit the ground, and slid 500 ft. after landing short of the runway in rapidly deteriorating condtions.  The captain's lack of alertness in allowing the first officer to continue an instrument descent to an altitude too low to permit terrain clearance.;Joplin 
1609;1957-01-23;1118;Ometepe Island, Nicaragua;Lanica;flight no Definida;San Carlos - Managua;Douglas DC-3;AN-AEC;12312;16;13;3;16;13;3;0;The aircraft hit Concepcion volcano while en route. The aircraft made a left turn towards the volcano, banked sharply in descent, enered a rapid climb and then crashed. Unexplained loss of control.;San Carlos 
1610;1957-01-29;1924;Paris, France;Air France;flight no Definida;Tunis - Paris;SNCASE SE.2010 Armagnac;F-BAVG;06;70;60;10;2;1;1;0;A first ILS attempt to land at Orly Airport failed. The crew decided to try a second time with GCA guidance. Full power was applied when the crew was not able to see the runway. The aircraft continued to descend impacting the ground in a right bank. The right wing separated and the main fuselage broke-up into four parts. Stalling, as a result of delayed application of power in a final approach configuration and inadequate control of heading, airspeed and altitude after the visual was lost.;Tunis 
1611;1957-01-31;1118;Near Sunland, California;Douglas Aircraft;flight no Definida;Santa Monica - Santa Monica;Douglas DC-7B / U.S. Air Force F-89J;N8210H/52-187OA;45192 / 4447;6;0;6;5;0;5;3;Midair collision between a DC-7 and F-89J Air Force fighter. The DC-7 crashed into a playground of a school  killing 3 junior high school children 3 miles northwest of Sunland. The F-89 crashed into the mountains. Four crew members on the DC-7 were killed. One crew member aboard the F-89 was killed and  the other ejected to safety. The high rate of near head-on closure at high altitude, which together with physiological limitations, resulted in a minimum avoidance opportunity during which the pilots didn't see each other's aircraft. It was the first test flight of the DC-7B. One of the 3 students killed in the accident was the best friend of singer Richie Valens, who died in an airplane crash two years later. Archie Twitchell, test pilot and actor, 50, killed. The high rate of near head-on closure at high altitude in a minimum aviodance opportunity during which both pilots did not see the other aircraft.;Santa Monica 
1613;1957-02-22;2000;Kimpo Air Base, South Korea;Military - U.S. Air Force;flight no Definida;Kimpo AB - Tokyo, Japan;Douglas C-124C;51-141A;43475;159;149;10;22;19;3;0;The No. 3 engine seized, causing the propellor to come loose and slice through the side  of the fuselage makng two full turns before exiting. It took two men out with it , idled the No. 4 engine and cut the throttle cable.  While  attempting  an emergency return landing at Kimpo Air Base, level flight could not be maintained and the aircraft descended, crashing into the Han River.;Kimpo AB 
1616;1957-03-05;1100;Drayton, England;Military -Royal Air Force;flight no Definida;Drayton - Multa;Blackburn Beverley C Mark 1;XH117;1023;22;17;5;18;15;3;2;The aircraft crashed into trees and farm buildings about a half-an-hour after taking off from Abingdon airfield.  Fuel starvation due to an valve being installed backwards.;Drayton 
1621;1957-03-22;0037;Over the North Pacific Ocean;Military - U.S. Air Force;flight no Definida;Travis AFB - Tokyo;Boeing C-97C;50-702A;16246;67;57;10;67;57;10;0;Disappeared in  a storm 200 miles southeast of Tokyo, Japan while on a flight from Travis Air Force Base to Tokyo.  Cause unknown.;Travis AFB 
1622;1957-04-07;?;Bage, Brazil;Varig;flight no Definida;Bage - Porto Alegra;Curtiss C-46A-45-CU;PP-VCF;30283;40;35;5;40;35;5;0;Shortly after  takeoff, a fire developed in the left main landing gear well. The pilot thought the fire had started in the engine, feathered the No.1 engine and returned for an emergency landing. When he couldn't get the gear down, he performed a go-around after which the left wing separated from the plane. The plane crashed and burned. Fracture of the fuel line in the landing gear housing due to wear against the ribs.;Bage 
1623;1957-04-08;?;Algiers, Algeria;Air France;flight no Definida;El Oued - Biskra - Alger - Marseille - Paris;Douglas DC-3;F-BEIK;14411/25856;34;30;4;34;30;4;0;Crashed just after takeoff, one mile from the airfield. Left engine failure.;El Oued 
1625;1957-04-15;0753;Merida, Mexico;Transportes Aéreos Mexicanos;flight no Definida;Medrida - Mexico City;Consolidated B-24J;XA-KUN;cn_ln no Definida;3;0;3;3;0;3;1;The accident was due to a maneuvering error which consisted in making two turns onto the Mexico City heading without conforming the distance and procedure specifications and below the prescribed altitudes and speeds. This error was aggravated by a probable shifting of the load due to improper securing.;Medrida 
1626;1957-04-17;0830;Near El Quweira, Jordan;Military -Royal Air Force;flight no Definida;Aqaba AFB - Habbaniya, Iraq;Vickers Valetta C-Mk.1;VW832;393;24;21;3;24;21;3;0;Crashed and burned 5 minutes after taking off from Aqaba. The aircraft lost it's left wing after encountering clear air turbulence.;Aqaba AFB 
1627;1957-04-20;?;Jirkouk, Iraq;Air France;flight no Definida;Tehran, Iran - Istanbul, Turkey;Lockheed Super Constellation;F-BGNE;4514;0;0;0;1;1;0;0;Explosive decompression. A passenger was sucked out of a window at 18,000 feet when the window he was sitting next to shattered. The body was never recovered.;Tehran, Iran 
1629;1957-05-05;?;Santoshpur, India;Indian Airlines;flight no Definida;Silhcar - Calcutta;Douglas C-47A;VT-AUV;20318;3;0;3;1;0;1;0;The accident is attributed to the insufficient altitude at which the aircraft was flown during an attempt to fly through a thunderstorm. Downdrafts and divergent winds encountered, forced the aircraft to the ground.;Silhcar 
1630;1957-05-09;1904;Barajas, Madrid, Spain;Aviaco;111;Santiago de Compostella - Madrid;Bristol 170 Freighter;EC-ADI;12757;37;32;5;37;32;5;0;Crashed while attemping to land. The aircraft hit the ground with the front part of the fuselage, the right wing and the right engine propeller and caught fire. Procedural errors by the pilot.;Santiago de Compostella 
1631;1957-05-13;0335;Narsarressuak, Greenland;U.S. Overseas Airways;flight no Definida;Broughton Island - Narsarsuaq;Douglas DC-4;N68736;7449;3;0;3;2;0;2;0;Crashed into an ice cap. White-out conditions. Incorrect indication on navigation charts.;Broughton Island 
1633;1957-05-13;?;Near San Carlos de Bariloche, Argentina;Lineas Aereas del Estado;flight no Definida;San - Carlos;Vickers 615 Viking 1B;T-3;151;16;11;5;16;11;5;0;The pilot lost in rain and fog searched for a landing area until the plane ran out of fuel and crashed into a 4,500 foot mountain.;San 
1637;1957-06-23;1420;Port Hardy, BC, Canada;Pacific Western;flight no Definida;Port Hardy - Vancouver;Douglas DC-3;CF-EPI;7408;18;15;3;14;12;2;0;Crashed while attempting an emergency landing after taking off with control difficulties. Jammed elevator. Crew forgot to remove the ground locks.;Port Hardy 
1639;1957-07-01;?;Bay of Bengal, Pakistan;Pakistan International Airlines;flight no Definida;Chittagong - Dhaka;Douglas DC-3;AP-AJS;12501;24;20;4;24;20;4;0;Went into a spin and cashed onto tidal flats off Charlakhi Island during a storm.;Chittagong 
1640;1957-07-03;?;Near Fort Rupert, Quebec, Canada;Kenting Air;flight no Definida;Great Whale River – Val-d’Or;Lockheed L-414 Hudson;CF-CRL;414-7546;4;2;2;4;2;2;0;Crashed on takeoff. The pilot took off in weather conditions below permissible limits, in an area sparsely served with aids to navigation, in an aircraft not equipped with de- icing equipment.;Great Whale River – Val
1641;1957-07-16;0336;Near Biak, Indonesia;KLM Royal Dutch Airlines;844;Mokmer - Manila;Lockheed 1049C Super Constellation;PH-LKT;4504;68;59;9;58;49;9;0;The pilot asked for clearance to make a low pass over Mokmer to give the passengers a final glimpse of the island. The plane gradually descended over the sea, crashed, burst into flames, broke apart and sank. Crew did not properly monitor their altitude.;Mokmer 
1642;1957-07-16;2120;Near Hsinchu, Taiwan (Formosa);Military - United States Air Force;flight no Definida;Clark Field, Philippines - Taipei, Taiwan;Douglas C-47A-90 (DC-3);43-15867;20333;16;9;7;16;9;7;0;The Air Foce transport was en route when it crashed at Mount Chaiopeng between, Hisinchu and Taipei.;Clark Field, Philippines 
1645;1957-08-15;0630;Copenhagen, Denmark;Aeroflot;103;Riga - Copenhagen;Ilyushin IL-14P;CCCP-L1874;146000607;23;18;5;23;18;5;0;Crashed into the harbor after hitting the chimney of a factory. Crew error. ATC error.;Riga 
1646;1957-08-20;?;Assam, India;Indamer;flight no Definida;Supply mission;Douglas DC-3;VT-ARH;04851;8;0;8;8;0;8;0;While making a sharp turn the cargo plane stalled and crashed.;Supply mission
1647;1957-08-29;?;Near Juticalpa, Honduras;Sahsa Airlines;flight no Definida;Catacamas - Juticalpa - Tegucigalpa;Douglas DC-3;XH-SAF;17139/3440;12;9;3;12;9;3;0;Blew up and burned in flight after taking off.;Catacamas 
1649;1957-09-15;2046;New Bedford, Massachusetts;Northeast Airlines;285;Martha's Vineyard - New Bedford;Douglas DC-3;N33417;7337;24;21;3;12;10;2;0;The aircraft struck trees to the right and short of the runway during approach in fog. The pilot attempted to make a visual approach by descending prematurely in the approach area without adherence to the prescribed ILS approach procedure which was dictated by existing weather conditions.;Martha's Vineyard 
1650;1957-09-18;2120;Montevideo,  Uruguay;REAL;flight no Definida;San Pablo - Porto Alegre - Montevideo;Convair CV-440-62;PP-AQE;456;35;30;5;1;0;1;0;Flying VFR, the aircraft encountered fog during the approach, undershot the runway and crashed. Pilot error.;San Pablo 
1652;1957-09-28;?;Islay-Glenegedale Airport, Scotland;British European Airways;flight no Definida;14099;de Havilland DH-114 Heron;G-AOFY;14099;3;0;3;3;0;3;0;The pilot did not appreciate that the air ambulance had rapidly lost height whilst he was making a visual half circuit to land. This could not have been due to the absence of sufficient visual reference in the prevailing conditions of darkness, very low cloud and drizzle. The urgent nature of the flight is considered to have influenced the pilot's decision to land.;14099
1654;1957-10-03;0155;Beirut, Lebanon;Lebanese International Airways;flight no Definida;Beirut - Kuwait City;Curtiss C-46A-45-CU;OD-ACK;30249;27;23;4;27;23;4;0;A few minutes after takeoff the crew informed ATC about a fire on board and elected to return. More than thirty minutes later, while at altitude of 2,000 meters, the aircraft lost height and crashed into the sea some 18 km off Beirut.;Beirut 
1657;1957-10-28;1805;Madrid, Spain;Iberia Airlines;flight no Definida;Tanger - Madrid;Douglas DC-3;EC-ACH;19332;21;17;4;21;17;4;0;Intense fire in the No.1 engine while en route, caused by foreign objects entering from the nacelle.;Tanger 
1658;1957-10-30;?;Near Campeche, Mexico;Transportes Aereos Mexicanos;flight no Definida;test flight;Fairchild C-82A;XA-LIW;cn_ln no Definida;3;0;3;3;0;3;0;The cargo plane crashed en route.;test flight
1659;1957-11-03;0703;Dusseldorf, West Germany;Herfurtner Company;flight no Definida;Düsseldorf - Reykjavik - New York;Douglas DC-4;D-ALAF;459;10;3;7;7;0;6;1;Crashed shortly after taking off. The aircraft plunged into the suburb of Derendorf, setting afire an office building and crushing a small house. The lone occupant of the the house, an elderly woman, was killed;Düsseldorf 
